tweet,ES,EI,EP,data_type
jawabannya 1 Suppalonely Benee ft Gus Daperton 2 Location Unknown Honne 3 Boy With Luv BTS ft Halsey 4 Logo Twitter 5 Mobil pak RW Prambors sahurbarengcokiber cokiberkuis sedi bgt sahur terakhir sm cokiberr dahlah mau tidur lg nanti kuliah biar ga sia2 bayar uktnya Hadiah dies natalis Berdoa yg banyak buat kampus tercinta kitah wkwkwk kan lu emg udah kerja duluan bang sebelum dpt ijazah mw ikutan ngantri thr sj kalo begitu itu UKT semester ini buat renov gedung2,4,2,2,train
bang wkwkwk semester depan gtw dehhhh hmm dokumennya via watsup aja memang begini caranya biar fakultas kita terkenal ya debut dulu kak OHH SHiiiT wkwk here we go again gini amaatt iduuup wkwk gw kuliah serius gaperna ada transparansi dana yg jelas ampe semester depan masi bayar full becanda bgt si duit gw buat apaAnnn ada apasi dgn uenje ampun bangggg saur2 udh emosi wkwk ohh emg unj ditakdirkan buat punya rektor yg ky gini2 ya blg gidu akun ini,4,2,2,train
aja cuma kaya private acc kak wkwk ada ada aja siii masnya bingung mau ngakak apa sedih wkwk trs tanggapannya apa si mz nya KE AKUN YG INI NA wkwk kenapasi kan org punya privasi masing2 dahall YA ALLAHH WKWK bitches will say i m taking a break from twitter and then come back an hour later because there s nothing else to do What a brave momma ini sop anjing ribet banget nyebutnya rawon sayur kuah bening tidak akan,4,2,2,train
terjadi pd sy wkwkw ngakakkk harusnya sih ada ye gak hampir sempurna padahal se sempurna itu ni lagu ckck Baju adat mana yg akan kalian gunakan nnt WKWKKWKW BENER BENERR sedeppppp Jwestbros buat kalian yang belom nontonin mereka coba tonton ga cuma sekedar makan tapi banyak beauty shoot di makanan ambience travelnya dia yang super keren bgt pokonyaa JWestBros for quality amp sarcasm Hai teman teman twitter Aku sm jualan Bananoffee dan Tiramisu loh Yuk temen temen boleh bgt dibeli,4,2,2,train
dan dib Lumayan gila Keluarga Besar Universitas Negeri Jakarta mengucapkan selamat memperingati hari Kebangkitan Nasional Semoga kita rakyat Let s make this song lathi into the billboard Boleee kaka diorder banoffee dan tiramisunya 25ribu aja percup siap dikirim hari jumat yuhu dm akuu p s sekitaran Waktu pertama kesitu kaget di bawah XXI ada kang indomie rebus sebagei warlok yakin betul ini mall mereperse Gue warga Larangan bukan Ciledug Beda kecamatan tolong camkan ya sodara2 Ya walaupun CBD yg viral,4,2,2,val
itu tempat hang out SMP Jangan pacaran di jogja romantisnya kelewatan Kalo patah hati kenangannya tak akan terlupakan Sedih ya kak padahal seharusnya keluarga adalah our safest place untuk mengadu soal apapun tapi banyak keja miris sih saat anak udah percaya sepenuhnya sama keluarga sampe berani mengakui hal yg katanya aib di mas LathiChallenge Follow me on Instagram for more tutorials like this kyk kenal HAHHAHAHA SPESIALIS IYAA ANJER pada mo belanja apaan sih sebagai warga ciledug yg suka rebahan,4,2,2,train
ini hanya berdoa kalian diberi kesehatan ya mb mz Cm Orang mah mau lebaran teh ngerjar malam lailatul Qodar Ini malah ngerjar deadline Ada yang senasib buka puasa gini enaknya makan nasi bebek dark joke yg mulai tukul HAH ORG ENAK BGT untung beda ak ga minum dancow yha I d rather have someone say this than be a jerk to me so I can eventually leave I really like straightforward kebiasaan sebelom imsak nenggak air putih yg banyak gatau,4,2,2,train
ngaruh apa engga abis itu kencing kencing i seriously can t stop missing you Kalo cuma gara gara endorse terus ngaku influencer mah Agoy jaktim juga bisa boy Bingung sama diri sendiri Gatau maunya apa mood kinda day 39 p I hope you re always healthy and happy too Thank you so much for making my world m sabar put i kno lu yg bener kok HAHAHAHHA TOLONG YA ALLAH BAGI BAGI REJEKI DIKIT Yuk kita dukung dengan tonton video,4,2,2,train
clip Slank Pahlawan Jalanan dan ikut berdonasi di biar tetep bisa lakuin hal positif meski dirumah aja SumbangSuara Semoga pandemi ini cepat berakhir biar Pahlawan jalanan yang menolong kalian kalo kata lagu ini mah SumbangSuara,4,2,2,train
mahabesar I hope this unfair feeling will end soon mau marah bgt rasanya gua telponan sm pacar gua aj mls kadang klo lg ga urgent ya mending chatingan atau ketemu langsung gt kerjaan gue disuruh telponin customer sehari 50 orang gaji udh dipotong 20 masa duit pulsa jg ga dpt tega jiakhhhh pacar aku mati fix me too heheiya udh sabar bgt ini mah asli ini mah ga boong Harus bertemu dengan berapa perpisahan lagi sampai akhirnya benar benar bisa,2,0,0,train
bertemu dengan bahagia yang sungguhan kaya lo lagi cuti libur aja ga bisa tenang masih dikejar sama kerjaan plis libur cuti itu waktunya semua org tenangin pikiran bebasin diri dari hal apapun yg ngebebanin dan klo udh waktunya kerja jg itu udh jadi tanggung jawabnya kembali pengen me time aja ga bisa tenang kerja tetep ke area dan makin dipress bgt stress bgt gua rasanya sumpah ya klo udh normal gua pgn resign hobi bgt overthinking hahahanjingggggg grgr kau ni,2,0,0,train
jd keliatan biasanya klo lebaran hari ke 2 lagi kumpul keluarga besar dijakarta sekarang giliran cuti malah dirumah aja last seen today at 05 34 klo tidur kyk orang matik klo malem begadang terus sampe pagi Org2 kok bs si lebaran brg pacarnya nangis bgt nontonny pasti si bpak bingung ayo bantu rt dan bantu share ya temen2 onlinee credit in video My mom and Wendy having fun in different religions What s your excuse Gak suwe maneh wes lebaran,2,0,0,val
wes podo tuku petasan ora rek fak pasti dlu lu suka nonton dia live wkwk kenapa ya cewek selalu overthinking padahal semuanya baik baik aja udh 3x takbiran bareng biasanya dirumah aku skrg dibengkel yg penting orgnya masih sama sih hehe coba liat sebelah lu siapa mau ngomong gua dikasih hpnya sm doi gua ke gua pas udh gua tunjukin muka gua temennya kaget sampe blg gini lah anjir fitri kok bs don kok bisa sih pgn ketawa temennya sampe,2,0,0,train
ga percaya bgt karna gua putusnya lumayan lama lg dijalan tmnnya doi vc group gt mereka saksi bisu pas awal pdkt pacaran sampe sempet putus tp ada yg blm tau klo gua balik lg trs yg gatau ini penasaran sebelah cowok gua siapa karna muka gua keliatan rambut doang trs temennya ngomong gini takbiran malam ini nemenin pacarku ke bengkel mobil Gak semua sih cowok Indo gini sih RATA RATA IYA belajar ikhlas bisa yok nder Udah bosen di rumah,2,0,0,train
makanya ke mall kalian tuh ke pemakaman ke mall cuma mampir doang yg sering mukul sm yg hobby selingkuh kaga bakalan berubah kecuali orang2 jahat di flm indosiar sesedih ini stress bgt lamalama Amalan yang bisa dilakukan di hari raya Idul Fitri Insha Allah kalau kita menjalankan sesuai tuntunan Rasulullah maka pahala Ujungnya udah ketebak Kitanya malah kejebak itukan gua pas curhat ya anjinc wkwkk pdhl gua mls buat pamer kemesraan klo mau pamer aja di close friends tp mantannya,2,0,0,train
ngefollow ig gue kan jd maksa gua buat publish kemesraan bener bener gila sih ini fake accountnya mantannya cowo gua sampe ngefollow ig gua segitu mau taunya yaAllah Yah goodluck aja lah kalo gt buat kita semua orang Indonesia heran aku sama mantannya pcr aku udah 2 hari kepoin aku pake fake accountnya dikira aku gak tau itu km kli ya gila lo buatku makin ingin menggaruk sj karna aku kerja di erafone jd aku beli di erafone pas lg,2,0,0,train
promo 6jt skrg promo lagi kok nder 6jt internal 128gb kan klo gini enak ga berantem lagi jiwa bucinku sudah bergejolak mau ngegaruk orang up gan sorry if my attitude gets bad when i m tired and hurt Lur iki yen aku sing nompo ws ngakak guyu ngekel karo mas kurir e mesti klo berantem dua duanya lebih milih diem dlu drpd ntar tau tau ambyar pagi pagi udah berantem Life hack terkini dua kali berantem mantep jg diem y,2,0,0,train
kau anjinccc samaan mlu percintaan aj sama hft wkwk ga promag ga asixxx om bisa diem g ngena bgt mama aku aku makan dikit ngomel gak makan ngomel gak tau aja gmn rasanya setiap abis makan mau muntah if you love someone let them go hem bener juga ya karna kalo kita ngendaliin diri sendiri aja gabisa kenapa harus kayanya matiin hp cara yg pas Mungkin dengan sebuah rasa kecewa adalah cara dunia untuk mendewasakanmu selama gua pacaran sm dia,2,0,0,train
sampe putus trs balik lg skrg ga pernah ngerasain secemburu ini klo dlu cemburu ya lebih ke bodoamat aneh skrg cemburuan bgt kesel y klo mantannya pacar komen foto pacar di ig pake aku aku kntl lu tuh bukan gak ada yang mau lu cuma terlalu banyak mau Haloo apakah ada yg kalo udara dingin langsung pilek dan gatel2 Tenang Itu salah satu bagian dari alergi Pileknyapu Rainbow Clown Follow me on Instagram for more tutorials like this Lagian orang,2,0,0,val
ciledug ngapain dikasih mal deh Bosen bilang bos jangan tau tau ngeghosting chatingan abis berantem tuh kyk ngerasa hambar dingin bgt grgr rasa kesel msh ada males gtu tp hati ga bisa nahan ga bales chat bodohnya Kesetiaan dibalas dengan pengkhianatan Hubungan yang isinya 2 orang penuh cinta saling berkomitmen untuk menyayangi menghargai menjaga menghormati menduk belum afdol kalo belum kesiangan sahur akhirnya tetep ga tega capenya klo gengsi samasama tinggi online tp bkn buatku kenapa klo ngambek hrs diambekin,2,0,0,train
balik keselnya ohgini rasanya cemburu peluk dlu sini al fatihah jam segini sudah overthinking aneh yang juga lagi gw siapin lagi coret2 nyari konsep paling cocok tungguin emg kdg hal yang bikin ganggu kehidupan kita alangkah baiknya diblock aja biar ga sakit hati masa si udah gatau hrs gmn lg benci bgt jdnya sm diri sendiri klo gini akhirnya sampe gua udah ga bisa nangis lagi karna udah terlalu sering emg ga bisa diubah tak bisa seremnya sih manusia kyk,2,0,0,train
dajjal skrg Bukan karna social distancing tapi emang udah umurnya aja kalo mau lebaran ya biasa aja ngga ribet beli baju baru yauda maap Aku tuh orangnya introvert suka punya perasaan duluan baru mikir Berpacaran lah dengan orang yang pernah patah hati dia lebih paham cara menghargai seseorang gatau ah cape Puisi dari Rangga untuk Rakyat Indonesia beda urusan tp hati tetep stay ya din wkwk masih ada mantankan din ikhlas klo digoshting sama corona pgn upload foto sama pacar,2,0,0,train
didn t know fizi was this wild Joey being Joey Wait until you see why God had you wait the only wipe it challenge that matters wes pro iki kyoe we penakan geringgingen main main yo ra kelon malihan kan emang biar nyaman ntar kalo ditindih jd geringgingen kalo ditaruh di tengah bikin ngganjel kalo ditaruh di atas pala ceweknya kan gak pw bos yah gak geringgingen gak seru God s plant my plans 2020 Crazy how NASA found evidence,2,1,0,train
of a parallel universe yesterday where time flows backwards and nobody is talking about it pathetic banget sih please this is precious mangga kok bukan pentol bakso anjirlah pengen jadi semangka he was the gas to my light the man to my ipulation yo ndue noh Wise words from Dwight why is this true Peaky blinders breakfast January May adik adik this scene right here diammm anda nyoh sisane lucuuuu nih pasti sering nonton peppa pig growing up with siblings,2,1,0,train
suruh nutup pintu kamar pas keluar malah dibuka lebih lebar ga ada adab I m about to lose it tf The compilation I needed to see today sakit banget orang orang lucuuu bangett flisss emang enak ya laguny ituu hahahah relate mana biasanya nyari barang ga jelas sampe berantakan Does anyone else make up fake scenarios every night when they re trying to sleep or do I need therapy two lovers in this mystic dream The Outsider I m gonna,2,1,0,train
show Eve this video when I get to heaven Smh Asgard sebel bgt kan i m here to clean your toxic timeline Allah 18 ayo diseleh dulu ayo aamiin wanting what we can t have or not wanting what we have aw kek edewe wkwkw yaiya dong itu km kurang lama temenan sama aku gapapa ya kita beda from this to this you did bold of you to assume I ll think HAHAH seriously tho bapak sama ibu debat ini,2,1,0,val
barusann Having siblings is a blessing in disguise iveey eel trig hoard waiting for that time to come buka alig alig mbak gigi hamil internet explorer be like apik trahan tapi mboh aku ratau iso konsisten lek ndelok series ratau bar mesti langsung skip lek ra mandek tengah ndalan kecuali friends anjir bar malah tak ulang2 gak boseeeen aku gor ngasi eps 4 apa ya males lanjut lagi pas ini sih ngena sama mbak aku juga pas awal ganti jadi,2,1,0,train
amel dikira budek pdahal lupa nama british people be like someone said alasan masih bersama karena terlanjur lama tapi rasanya mah udah hilang wkwkw anjirrr before sunrise I don t mind eheheh still need to work tho this but still get paid ya allah dek And may this Ramadan bring the peace your heart has cried for iyain aja deh ga pandai debat ngalah ajalah heh ga galak cuma moody fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff YES IT IS MY LIFE IS JUST COMPLITED manis,2,1,0,train
This really how i feel too friends aja daaah wes bedo alaam aww kucingnya bilang mkasii mba gah aku njupukne yang sopan dong hei itu namanya akuarium dik anjirr wkwkw she deserves better sih NANGISSDD i miss being at school complaining about being at school quarantine mood plankton collect your wife,2,1,0,train
Ini kafe kafe makin lama makin engga masuk akal Lebih mahal beli langsung dibanding gofud Padahal beli langsung harus dibungkus juga SABAR Guru smamu gendut juga Wkwkw Pernah dikamar Ini Murad Jahaatt Bgss Related pas sahur nanti ngantuk Bukaaaa YaAllah haus Haus akan ketenangan Hahahah anjin tau bett Kenapa ya nonton film di laptop sudah tidak menyenangkan lagi Gpp yang penting terigunya engga lupa Tolong bantu report video ini dan block usernya ya guys Ada aja orang yang jahat sama,4,3,1,val
teman2 waria Semoga karma will Keadilan hakiki hanya ada di negeri utopia engga jugaa kadang emg cuma nelayan Oiya ding tak kira engga bisa ngecas Salah liat You should change the charger Sometimes USB cable has lost its power or couldn t transfer enough power Indian film actor Irrfan Khan known for his work in Hindi cinema as well as his works in British films and Hollywoo Memulai dunia baru Dunia kerja tetap Orang yang paling sial itu yang setengah,4,3,1,train
setengah Setengah iman misalnya Puasa sambat lapar atau haus Mau makan takut dosa Ditahan ujung ujungnya ngeluh Sambat dan tidak ikhlas Saurrr sayrre When you book the last Uber of your life Ekspektasi orang tua vs me trying to fix my life Wakilnya yang turun berarti Ada banyak remaja tanggung alay yang trek trekan Pasti anak kampung itu Kampungnya blek fix Engga usah di debat Teruntuk yang masih mahasiswa atau sudah jadi alumni Fakultas Pertanian Unsoed terutama sing ganu cok,4,3,1,val
ngutang karo njikoti Related banget Gurih itu rasa apa sih Keluhan anda tidak berubah ubah yaa Kompak bener orang dua ini cukk bct Kalo gebetan sering banget ngasih info kalo ada yang deketin dia tandanya apa ya Terlalu lama main nba sampe mata llelaaahh Bosan THIS ERA TWITTER PLEASE DO YOUR MAGIC Teman teman aku mohon bantu retweet barangkali ada yang berkenan untuk membantu Jadi ini Victo G Gw setuju tp ayoklah gelut aja kambing Kemarin MFS sekarang OOR main,4,3,1,train
minecraft seru jugaa eyyy Andaaa merekamm langsunnggf All I want is nothing more To hear you knocking at my door Cause if I could see your face once more I could die as a happy man I m sure When you said your last goodbye I died a little bit inside I lay in tears in bed all night Alone without you by my side andhikaa lampung Engga ada akhlak sihh wkwkwk Sebagai mahasiswa kelautan saya menyesal baru tau anime,4,3,1,val
grandblue Terima kasih nobarnya Screenshotnya engga pas Me when accidentally opened the front camera Gpp yang pentng masih bisa bangun Pagi hati menari Mengingat ia yang telah pergi Anjirtrrrrr Pengen kissing takut korona nular lewar droplet Engga ding karena jomblo bukan korona Sop ayam tinta pemilu Iya maaf Tentangga saya juga Jangan jangan kita tetanggaan Homiess Sore ini tembalang seperti biasa Tetap ramai yang beda hanya kerena kampus libur dan semua orang menggunakan masker Banyak orang sudah jenuh Tidak ada,4,3,1,train
kejelasan tidak ada ketegasan Yang ada semua kembali berjuang untuk penghidupan Kematian urusan belakang Kalo engga pulang gpp kan kak Kalo disana aman disana aja takutnya kamu pulang malah diusir lagi Lagi engga kondusif disini Oh okay Tidak balik Pengen bikin utas tips n trik utk tetep stay cool saat jadi buron tp takut makin buron Jam jam ngantuk tapi pengen pipis Jam jam pengen pipis tapi mager Buat nonton badminton live di yutube Bola adalah teman raket juga Tp,4,3,1,train
pas kena muka temen Amerika selalu ingin jadi nomor 1 Everything Pengen belajar bahasa korea manhwanya bagus baguss Wahh ku blm pernah ngerasain naik gunung ngantuk Boleh juga anda Jumatan Ku rindu Nasi box gratis Nampaknya pemerintah kita dibanding juru bicara lebih butuh juru diam Inget di depan kelas yang paling pojok samping rawa rawa suka geli sendiri kalo inget hal hal memalukan kaya pas nyebut mortar jadi tumbukan saat ujian skripsi diguyong langsung Skripsimu itu engga penting Yang penting,4,3,1,train
